"sourceId","sourceUrl","sourceTitle","proposedSlug","proposedCategory","proposedSubcategory","proposedProductFamily","model","specifications","mainImage","duplicateCandidate","dataConfidence","missingFields","notes"
"1601581463448","https://www.alibaba.com/product-detail/201-304-Stainless-Steel-Lock-for_1601581463448.html","201/304不锈钢锁用于玻璃门玻璃门锁系统10毫米15毫米公共建筑","glass-door-lock-1601581463448","door-locks","","Door Locks","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""SS201 / SS304"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":""10 mm"",""otherVerifiedFields"":{}}","assets/images/products/placeholders/door-locks.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601581519108","https://www.alibaba.com/product-detail/304-Stainless-Steel-Glass-Door-Lock_1601581519108.html","304不锈钢玻璃门锁系统玻璃门锁10-12毫米酒店办公室安全","glass-door-lock-1601581519108","door-locks","","Door Locks","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""SS304"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":""10–12 mm"",""otherVerifiedFields"":{}}","assets/images/products/placeholders/door-locks.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601581592143","https://www.alibaba.com/product-detail/No-Drilling-Installation-Glass-Door-Central_1601581592143.html","无钻孔安装玻璃门中控锁系统玻璃至玻璃门锁医院商店商业入口","glass-door-lock-1601581592143","door-locks","","Door Locks","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/door-locks.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601636191673","https://www.alibaba.com/product-detail/High-end-Stainless-Steel-Glass-Door_1601636191673.html","高端不锈钢玻璃门锁厂家直销明装玻璃贴墙门锁","glass-door-lock-1601636191673","door-locks","","Door Locks","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/door-locks.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808755861","https://www.alibaba.com/product-detail/Wholesale-Custom-Modern-Carved-Aluminum-Panel_1601808755861.html","批发定制现代雕刻铝板拉丝铝板贴面用于外墙天花板装饰防水防火","aluminum-ceiling-system-1601808755861","aluminum-ceiling-systems","","Aluminum Ceiling Systems","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-ceiling-systems.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808740990","https://www.alibaba.com/product-detail/Modern-Laser-Cut-Aluminum-Kinetic-Facade_1601808740990.html","现代激光切割铝制动感幕墙板，适用于酒店和医院，防水防火建筑外饰板","aluminum-architectural-panel-1601808740990","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808770794","https://www.alibaba.com/product-detail/Industrial-Design-Aluminium-Carved-Curtain-Wall_1601808770794.html","工业设计铝制雕刻幕墙板，具有防水防火且易于组装的特点，适用于建筑外饰。","decorative-aluminum-panel-1601808770794","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808756879","https://www.alibaba.com/product-detail/Carved-Aluminum-Mashrabiya-Decorative-3D-Laser_1601808756879.html","雕刻铝制马沙拉比亚装饰板，3D激光切割金属板，用于商场幕墙，防火防水","decorative-aluminum-panel-1601808756879","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808870267","https://www.alibaba.com/product-detail/Customized-Industrial-Aluminum-Curtain-Walls-with_1601808870267.html","定制工业铝幕墙，采用激光切割穿孔设计，防火防水外饰板","perforated-aluminum-panel-1601808870267","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808865314","https://www.alibaba.com/product-detail/Industrial-Embossed-Aluminum-Panels-Carved-Facade_1601808865314.html","工业型压花铝板雕刻幕墙系统 防水防火内外装饰建筑","decorative-aluminum-panel-1601808865314","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808801671","https://www.alibaba.com/product-detail/Customized-Industrial-Carved-Aluminum-Cladding-Panels_1601808801671.html","定制工业雕刻铝板幕墙，用于商场幕墙防火防水建筑外饰系统","decorative-aluminum-panel-1601808801671","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808825531","https://www.alibaba.com/product-detail/Industrial-Building-Facade-Cladding-Board-Aluminium_1601808825531.html","工业建筑外墙板 铝合金幕墙 防水防火 激光切割雕刻板 墙板","decorative-aluminum-panel-1601808825531","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum alloy"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808786711","https://www.alibaba.com/product-detail/Customize-Industrial-Aluminum-Panel-Carved-Pattern_1601808786711.html","定制工业铝板雕刻图案天花板隔断幕墙金属屏风商场餐厅墙板","aluminum-ceiling-system-1601808786711","aluminum-ceiling-systems","","Aluminum Ceiling Systems","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-ceiling-systems.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807296725","https://www.alibaba.com/product-detail/Custom-Made-Industrial-Modern-Artistic-Partition_1601807296725.html","定制工业现代艺术隔断装饰雕刻面板铝合金防火户外墙商场办公室","architectural-door-accessory-1601807296725","door-accessories","","Door Accessories","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum alloy"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/door-accessories.svg","false","unclear","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808849373","https://www.alibaba.com/product-detail/Good-Industrial-Architecture-6000-Series-Aluminium_1601808849373.html","Good Industrial Architecture 6000系列铝制外墙装饰穿孔板幕墙弯曲切割","perforated-aluminum-panel-1601808849373","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601808730410","https://www.alibaba.com/product-detail/Modern-White-Aluminum-Vertical-Slat-Fence_1601808730410.html","现代白色铝制垂直板条栅栏板，具有防锈、防水、防紫外线功能，易于安装，适合户外隐私保护","aluminum-privacy-fence-1601808730410","aluminum-fencing","","Aluminum Fencing","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-fencing/aluminum-privacy-fence-1601808730410/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808755186","https://www.alibaba.com/product-detail/Modern-Design-Curved-Outdoor-Aluminum-Sandwich_1601808755186.html","现代设计弧形户外铝制夹层天花板，具有防锈功能","aluminum-ceiling-system-1601808755186","aluminum-ceiling-systems","","Aluminum Ceiling Systems","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-ceiling-systems/aluminum-ceiling-system-1601808755186/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808689530","https://www.alibaba.com/product-detail/Modern-White-Aluminum-Vertical-Slat-Fence_1601808689530.html","现代白色铝制垂直板条栅栏板 防紫外线 防水防锈 安装方便 5年以上保修","aluminum-privacy-fence-1601808689530","aluminum-fencing","","Aluminum Fencing","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-fencing/aluminum-privacy-fence-1601808689530/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808646834","https://www.alibaba.com/product-detail/Versatile-Aluminium-Plastic-Perforated-Sheets-with_1601808646834.html","多功能铝塑穿孔板，适合户外使用，设计现代，安装方便，防锈。","perforated-aluminum-panel-1601808646834","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-panels/perforated-aluminum-panel-1601808646834/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808679676","https://www.alibaba.com/product-detail/Custom-Modern-Laser-Cut-Aluminum-Panel_1601808679676.html","定制现代激光切割铝板，用于花园隐私墙和户外空间，易于安装，防水防锈","aluminum-architectural-panel-1601808679676","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-panels/aluminum-architectural-panel-1601808679676/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808760114","https://www.alibaba.com/product-detail/Black-Aluminum-Modern-Vertical-Slat-Privacy_1601808760114.html","黑色铝制现代式垂直板条隐私围栏板，易于安装，防水防锈，适合户外使用","aluminum-privacy-fence-1601808760114","aluminum-fencing","","Aluminum Fencing","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-fencing/aluminum-privacy-fence-1601808760114/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808629879","https://www.alibaba.com/product-detail/Modern-Aluminum-Louvre-Privacy-Fence-Panel_1601808629879.html","现代铝制百叶窗式隐私围栏板，安装方便，防水、防紫外线、防锈，适用于户外花园","aluminum-privacy-fence-1601808629879","aluminum-fencing","","Aluminum Fencing","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-fencing/aluminum-privacy-fence-1601808629879/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808702518","https://www.alibaba.com/product-detail/Modern-Easy-Install-Anti-Climb-Vertical_1601808702518.html","现代式易于安装的防攀爬垂直刀片铝制隐私板，防锈，适用于花园围栏","aluminum-privacy-fence-1601808702518","aluminum-fencing","","Aluminum Fencing","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-fencing/aluminum-privacy-fence-1601808702518/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808720367","https://www.alibaba.com/product-detail/Modern-Style-Black-Aluminum-Slat-Privacy_1601808720367.html","现代风格黑色铝制板条隐私围栏板 易于安装 防水防锈 5年保修 适合户外使用","aluminum-privacy-fence-1601808720367","aluminum-fencing","","Aluminum Fencing","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-fencing/aluminum-privacy-fence-1601808720367/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601808598919","https://www.alibaba.com/product-detail/Modern-Heavy-Duty-Aluminum-Alloy-Garden_1601808598919.html","现代重型铝合金花园安全门，带铰链和锁具，易于安装，适用于室外花园入口","aluminum-alloy-architectural-door-hinge-1601808598919","architectural-hinges","","Architectural Hinges","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum alloy"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/architectural-hinges/aluminum-alloy-architectural-door-hinge-1601808598919/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601807373514","https://www.alibaba.com/product-detail/Honeycomb-Aluminum-Sandwich-Wall-Panel-with_1601807373514.html","具有防火防水功能的蜂窝铝夹层墙板，环保且适合现代外饰设计","aluminum-honeycomb-panel-1601807373514","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807440137","https://www.alibaba.com/product-detail/Modern-Moisture-Proof-Honeycomb-Aluminum-Alloy_1601807440137.html","现代防潮蜂窝铝合金墙板-防静电防火防水环保2年保修室内用","aluminum-honeycomb-panel-1601807440137","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum alloy"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807413330","https://www.alibaba.com/product-detail/Eco-friendly-Waterproof-PVC-Film-Coated_1601807413330.html","环保防水PVC薄膜涂层铝蜂窝现代设计防火墙板和天花板板","aluminum-ceiling-system-1601807413330","aluminum-ceiling-systems","","Aluminum Ceiling Systems","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""PVC"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-ceiling-systems.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807310889","https://www.alibaba.com/product-detail/Aluminum-Honeycomb-Panel-Lightweight-Decorative-Wall_1601807310889.html","铝蜂窝板轻质装饰墙板防火内墙装饰板用于天花板墙面系统","aluminum-ceiling-system-1601807310889","aluminum-ceiling-systems","","Aluminum Ceiling Systems","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-ceiling-systems.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807390449","https://www.alibaba.com/product-detail/Aluminum-Honeycomb-Decorative-Sandwich-Panel-with_1601807390449.html","现代设计铝蜂窝装饰夹层板，防水防火，环保，价格有竞争力","aluminum-honeycomb-panel-1601807390449","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807378446","https://www.alibaba.com/product-detail/Aluminum-Honeycomb-Metal-Sandwich-Panels-Fireproof_1601807378446.html","铝蜂窝金属夹芯板防火防水环保现代墙面装饰酒店建筑板材","aluminum-honeycomb-panel-1601807378446","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807464005","https://www.alibaba.com/product-detail/Hot-Sale-Modern-Design-Aluminum-Honeycomb_1601807464005.html","热销现代设计铝蜂窝板，具有防火防水功能，适用于外墙装饰，环保友好。","aluminum-honeycomb-panel-1601807464005","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807316831","https://www.alibaba.com/product-detail/Aluminum-Honeycomb-Metal-Sandwich-Panels-Fireproof_1601807316831.html","铝蜂窝金属夹芯板防火防水墙面装饰建筑板用于酒店外墙保温","aluminum-honeycomb-panel-1601807316831","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807340676","https://www.alibaba.com/product-detail/Custom-Aluminium-Honeycomb-Sandwich-Panel-for_1601807340676.html","定制铝制蜂窝夹层板，适用于门类产品，高品质，防火防水，环保，2年保修","aluminum-honeycomb-panel-1601807340676","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601807292982","https://www.alibaba.com/product-detail/Wall-Building-Material-Metal-Composite-Aluminum_1601807292982.html","墙体建筑材料金属复合铝蜂窝板防火防水环保现代设计","aluminum-honeycomb-panel-1601807292982","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/aluminum-panels.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601802428739","https://www.alibaba.com/product-detail/Custom-Shaped-Aluminum-Veneer-Exterior-Decoration_1601802428739.html","定制形状铝板外饰幕墙，适用于现代建筑外墙，防水防锈","aluminum-architectural-panel-1601802428739","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-panels/aluminum-architectural-panel-1601802428739/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601802545081","https://www.alibaba.com/product-detail/Modern-Aluminum-Alloy-Veneer-Exterior-Facade_1601802545081.html","现代铝合金饰面外墙装饰圆柱外饰柱，适合户外使用","aluminum-architectural-panel-1601802545081","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum alloy"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-panels/aluminum-architectural-panel-1601802545081/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601802455588","https://www.alibaba.com/product-detail/Modern-Aluminum-Column-Cladding-Panels-Anti_1601802455588.html","现代铝柱外饰板——防腐防水定制设计，适用于机场商场及外部应用","aluminum-architectural-panel-1601802455588","aluminum-panels","","Aluminum Architectural Panels","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/aluminum-panels/aluminum-architectural-panel-1601802455588/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
